행정기관코드,행정기관코드/100,법정동코드,행정기관,총인구수,세대수,남자 인구수,여자 인구수
4173000000,41730000,#N/A,경기도 여주군 ,107169,41730,54094,53075
4173025000,41730250,3132011,경기도 여주군 여주읍,51145,18925,25585,25560
4173031000,41730310,3132031,경기도 여주군 점동면,4860,1936,2500,2360
4173032000,41730320,3132032,경기도 여주군 가남면,16280,6443,8288,7992
4173033000,41730330,3132034,경기도 여주군 흥천면,5448,2209,2819,2629
4173034000,41730340,3132035,경기도 여주군 금사면,3015,1354,1487,1528
4173035000,41730350,3132033,경기도 여주군 능서면,6964,2791,3540,3424
4173036000,41730360,3132037,경기도 여주군 대신면,7994,3349,4075,3919
4173037000,41730370,3132038,경기도 여주군 북내면,5298,2131,2712,2586
4173038000,41730380,3132039,경기도 여주군 강천면,3666,1550,1848,1818
4173039000,41730390,3132036,경기도 여주군 산북면,2499,1042,1240,1259
4180000000,41800000,#N/A,경기도 연천군 ,45575,19216,23468,22107
4180025000,41800250,3135011,경기도 연천군 연천읍,7189,3054,3712,3477
4180025300,41800253,3135012,경기도 연천군 전곡읍,19441,7716,9924,9517
4180031000,41800310,3135031,경기도 연천군 군남면,3731,1612,1961,1770
4180032000,41800320,3135032,경기도 연천군 청산면,4521,2104,2321,2200
4180033000,41800330,3135033,경기도 연천군 백학면,2961,1191,1540,1421
4180034000,41800340,3135034,경기도 연천군 미산면,1782,785,908,874
4180035000,41800350,3135035,경기도 연천군 왕징면,1279,584,676,603
4180036000,41800360,3135036,경기도 연천군 신서면,3720,1773,1938,1782
4180037000,41800370,3135037,경기도 연천군 중면,286,116,150,136
4180038000,41800380,3135038,경기도 연천군 장남면,665,281,338,327
4182000000,41820000,#N/A,경기도 가평군 ,57116,23747,29129,27987
4182025000,41820250,3137011,경기도 가평군 가평읍,19198,7709,9739,9459
4182031000,41820310,3137031,경기도 가평군 설악면,7041,3136,3597,3444
4182032500,41820325,3137032,경기도 가평군 청평면,12951,5710,6548,6403
4182033000,41820330,3137033,경기도 가평군 상면,4964,2230,2535,2429
4182034000,41820340,3137034,경기도 가평군 하면,9401,3233,4916,4485
4182035000,41820350,3137035,경기도 가평군 북면,3561,1729,1794,1767
4183000000,41830000,#N/A,경기도 양평군 ,89748,38719,45358,44390
4183025000,41830250,3138011,경기도 양평군 양평읍,25419,10190,12705,12714
4183031000,41830310,3138031,경기도 양평군 강상면,4965,2081,2520,2445
4183032000,41830320,3138032,경기도 양평군 강하면,3768,1726,1861,1907
4183033000,41830330,3138033,경기도 양평군 양서면,9266,4020,4717,4549
4183034000,41830340,3138034,경기도 양평군 옥천면,6099,2733,3112,2987
4183035000,41830350,3138035,경기도 양평군 서종면,6464,3075,3221,3243
4183036000,41830360,3138036,경기도 양평군 단월면,3176,1439,1629,1547
4183037000,41830370,3138037,경기도 양평군 청운면,3573,1624,1799,1774
4183038000,41830380,3138038,경기도 양평군 양동면,4599,2005,2359,2240
4183039500,41830395,3138039,경기도 양평군 지평면,5913,2664,2990,2923
4183040000,41830400,3138040,경기도 양평군 용문면,12238,5257,6263,5975
4183041000,41830410,3138041,경기도 양평군 개군면,4268,1905,2182,2086
4200000000,42000000,#N/A,강원도  ,1507620,605201,758748,748872
4211000000,42110000,#N/A,강원도 춘천시 ,261913,101655,129303,132610
4211025000,42110250,3201011,강원도 춘천시 신북읍,7543,2930,3832,3711
4211031000,42110310,3201031,강원도 춘천시 동면,5991,2214,3093,2898
4211032000,42110320,3201032,강원도 춘천시 동산면,1623,691,824,799
4211033000,42110330,3201033,강원도 춘천시 신동면,2617,951,1307,1310
4211034000,42110340,3201035,강원도 춘천시 남면,1121,545,580,541
4211035000,42110350,3201037,강원도 춘천시 서면,4151,1778,2039,2112
4211036000,42110360,3201038,강원도 춘천시 사북면,2612,1180,1286,1326
4211038000,42110380,3201039,강원도 춘천시 북산면,885,487,480,405
4211039000,42110390,3201034,강원도 춘천시 동내면,10582,3949,5398,5184
4211040000,42110400,3201036,강원도 춘천시 남산면,4000,1810,2076,1924
4211052000,42110520,3201052,강원도 춘천시 교동,4254,2019,2082,2172
4211053000,42110530,3201053,강원도 춘천시 조운동,3814,1776,1867,1947
4211054500,42110545,3201054,강원도 춘천시 약사명동,5144,2168,2568,2576
4211057000,42110570,3201057,강원도 춘천시 근화동,8224,3528,4196,4028
4211058000,42110580,3201058,강원도 춘천시 소양동,8249,3648,4028,4221
4211060000,42110600,3201060,강원도 춘천시 후평1동,13478,5628,6614,6864
4211061000,42110610,3201061,강원도 춘천시 후평2동,14547,5523,7012,7535
4211061100,42110611,3201062,강원도 춘천시 후평3동,21676,8103,10452,11224
4211062000,42110620,3201063,강원도 춘천시 효자1동,4232,1847,2139,2093
4211063000,42110630,3201064,강원도 춘천시 효자2동,13412,6388,6900,6512
4211064000,42110640,3201065,강원도 춘천시 효자3동,5129,2309,2575,2554
4211065000,42110650,3201066,강원도 춘천시 석사동,40497,14621,19590,20907
4211066000,42110660,3201067,강원도 춘천시 퇴계동,44236,15547,21582,22654
4211067500,42110675,3201068,강원도 춘천시 강남동,14572,5395,7114,7458
4211070500,42110705,3201071,강원도 춘천시 신사우동,19324,6620,9669,9655
4213000000,42130000,#N/A,강원도 원주시 ,303343,116211,151367,151976
4213025000,42130250,3202011,강원도 원주시 문막읍,18530,7282,9453,9077
4213031000,42130310,3202031,강원도 원주시 소초면,10119,4049,5241,4878
4213032000,42130320,3202032,강원도 원주시 호저면,4686,1930,2422,2264
4213033000,42130330,3202033,강원도 원주시 지정면,3464,1472,1812,1652
4213035000,42130350,3202034,강원도 원주시 부론면,2695,1237,1369,1326
4213036000,42130360,3202035,강원도 원주시 귀래면,2153,958,1122,1031
4213037000,42130370,3202036,강원도 원주시 흥업면,6095,2820,3251,2844
4213038000,42130380,3202037,강원도 원주시 판부면,6301,2748,3235,3066
4213039000,42130390,3202038,강원도 원주시 신림면,3931,1764,1990,1941
4213051500,42130515,3202051,강원도 원주시 중앙동,3762,1815,1979,1783
4213052000,42130520,3202052,강원도 원주시 원인동,7881,3229,3781,4100
4213053000,42130530,3202053,강원도 원주시 개운동,12868,4631,6277,6591
4213054100,42130541,3202054,강원도 원주시 명륜1동,12106,4368,5875,6231
4213054200,42130542,3202055,강원도 원주시 명륜2동,19902,7550,9517,10385
4213055000,42130550,3202056,강원도 원주시 단구동,45305,16062,22366,22939
4213056000,42130560,3202057,강원도 원주시 일산동,9253,3806,4635,4618
4213057500,42130575,3202058,강원도 원주시 학성동,6910,2846,3475,3435
4213059000,42130590,3202060,강원도 원주시 단계동,25264,9400,12238,13026
4213060000,42130600,3202061,강원도 원주시 우산동,10329,4446,5380,4949
4213061000,42130610,3202062,강원도 원주시 태장1동,11036,3886,5528,5508
4213062000,42130620,3202063,강원도 원주시 태장2동,26965,10021,13566,13399
4213063500,42130635,3202064,강원도 원주시 봉산동,11865,4532,5960,5905
4213065000,42130650,3202066,강원도 원주시 행구동,6023,2141,2969,3054
4213066000,42130660,3202067,강원도 원주시 무실동,19654,7254,9769,9885
4213067500,42130675,3202068,강원도 원주시 반곡관설동,16246,5964,8157,8089
4215000000,42150000,#N/A,강원도 강릉시 ,218684,86861,109024,109660
4215025000,42150250,3203011,강원도 강릉시 주문진읍,20867,8938,10454,10413
4215031000,42150310,3203031,강원도 강릉시 성산면,3345,1418,1725,1620
4215032000,42150320,3203032,강원도 강릉시 왕산면,1758,831,955,803
4215033000,42150330,3203033,강원도 강릉시 구정면,3996,1583,2030,1966
4215034000,42150340,3203034,강원도 강릉시 강동면,5389,2399,2680,2709
4215035000,42150350,3203035,강원도 강릉시 옥계면,4484,1892,2237,2247
4215036000,42150360,3203036,강원도 강릉시 사천면,4202,1871,2171,2031
4215037000,42150370,3203037,강원도 강릉시 연곡면,6162,2658,3090,3072
4215051000,42150510,3203051,강원도 강릉시 홍제동,8999,3602,4435,4564
4215052000,42150520,3203052,강원도 강릉시 중앙동,6839,3207,3302,3537
4215054000,42150540,3203054,강원도 강릉시 옥천동,4768,2295,2380,2388
4215055000,42150550,3203055,강원도 강릉시 교1동,28523,10410,13897,14626
4215056000,42150560,3203056,강원도 강릉시 교2동,10118,4076,5086,5032
4215057100,42150571,3203057,강원도 강릉시 포남1동,12661,5104,6275,6386
4215057200,42150572,3203058,강원도 강릉시 포남2동,17359,6705,8503,8856
4215058000,42150580,3203059,강원도 강릉시 초당동,6027,2302,3002,3025
4215059000,42150590,3203060,강원도 강릉시 송정동,7654,2781,3805,3849
4215060000,42150600,3203061,강원도 강릉시 내곡동,11101,4100,5668,5433
4215061500,42150615,3203062,강원도 강릉시 강남동,21018,7957,10613,10405
4215064500,42150645,3203065,강원도 강릉시 성덕동,28434,10603,14131,14303
4215066500,42150665,3203067,강원도 강릉시 경포동,4980,2129,2585,2395
4217000000,42170000,#N/A,강원도 동해시 ,95814,37493,48430,47384
4217051000,42170510,3204051,강원도 동해시 천곡동,27476,10358,13648,13828
4217052000,42170520,3204052,강원도 동해시 송정동,4936,2204,2647,2289
4217053000,42170530,3204053,강원도 동해시 북삼동,21200,7401,10880,10320
4217054000,42170540,3204054,강원도 동해시 부곡동,7396,2972,3708,3688
4217055000,42170550,3204055,강원도 동해시 동호동,5291,2240,2664,2627
4217057000,42170570,3204057,강원도 동해시 발한동,5608,2463,2802,2806
4217059000,42170590,3204059,강원도 동해시 묵호동,4814,2255,2396,2418
4217060000,42170600,3204060,강원도 동해시 북평동,10784,4106,5425,5359
4217063000,42170630,3204063,강원도 동해시 망상동,4255,1882,2194,2061
4217065000,42170650,3204065,강원도 동해시 삼화동,4054,1612,2066,1988
4219000000,42190000,#N/A,강원도 태백시 ,51180,21101,26163,25017
4219051500,42190515,3205051,강원도 태백시 황지동,7383,2926,3675,3708
4219052500,42190525,3205052,강원도 태백시 황연동,6334,2629,3335,2999
4219053500,42190535,3205053,강원도 태백시 삼수동,7679,3248,3939,3740
4219054000,42190540,3205054,강원도 태백시 상장동,14116,5646,7148,6968
4219058500,42190585,3205062,강원도 태백시 문곡소도동,3870,1621,1982,1888
4219059500,42190595,3205056,강원도 태백시 장성동,4650,1940,2351,2299
4219060500,42190605,3205055,강원도 태백시 구문소동,3841,1628,2026,1815
4219061500,42190615,3205058,강원도 태백시 철암동,3307,1463,1707,1600
4221000000,42210000,#N/A,강원도 속초시 ,84696,35589,41731,42965
4221051000,42210510,3206051,강원도 속초시 영랑동,6252,2798,3155,3097
4221052000,42210520,3206052,강원도 속초시 동명동,4361,2085,2229,2132
4221054000,42210540,3206054,강원도 속초시 금호동,7999,3567,3935,4064
4221056000,42210560,3206056,강원도 속초시 교동,13103,5383,6463,6640
4221057000,42210570,3206057,강원도 속초시 노학동,23466,9577,11430,12036
4221058000,42210580,3206058,강원도 속초시 조양동,20842,8178,10136,10706
4221059000,42210590,3206059,강원도 속초시 청호동,4709,2211,2358,2351
4221060000,42210600,3206060,강원도 속초시 대포동,3964,1790,2025,1939
4223000000,42230000,#N/A,강원도 삼척시 ,70479,29249,35620,34859
4223025000,42230250,3207011,강원도 삼척시 도계읍,12303,4928,6296,6007
4223025300,42230253,3207012,강원도 삼척시 원덕읍,5474,2567,2638,2836
4223031000,42230310,3207031,강원도 삼척시 근덕면,5867,2807,2901,2966
4223032000,42230320,3207032,강원도 삼척시 하장면,1562,647,854,708
4223033000,42230330,3207033,강원도 삼척시 노곡면,834,429,434,400
4223034000,42230340,3207034,강원도 삼척시 미로면,2127,898,1111,1016
4223035000,42230350,3207035,강원도 삼척시 가곡면,768,394,383,385
4223036000,42230360,3207036,강원도 삼척시 신기면,838,390,466,372
4223051000,42230510,3207051,강원도 삼척시 남양동,10192,4105,5057,5135
4223053000,42230530,3207053,강원도 삼척시 교동,9061,3306,4589,4472
4223054000,42230540,3207054,강원도 삼척시 정라동,12629,5213,6509,6120
4223057000,42230570,3207052,강원도 삼척시 성내동,8824,3565,4382,4442
4272000000,42720000,#N/A,강원도 홍천군 ,70310,28389,35813,34497
4272025000,42720250,3231011,강원도 홍천군 홍천읍,35858,13472,18062,17796
4272031000,42720310,3231031,강원도 홍천군 화촌면,4851,2083,2477,2374
4272032000,42720320,3231032,강원도 홍천군 두촌면,2492,1118,1247,1245
4272033000,42720330,3231033,강원도 홍천군 내촌면,2338,1046,1209,1129
4272034000,42720340,3231034,강원도 홍천군 서석면,4064,1619,2000,2064
4272035000,42720350,3231035,강원도 홍천군 동면,3583,1494,1846,1737
4272036000,42720360,3231036,강원도 홍천군 남면,6013,2583,3130,2883
4272037000,42720370,3231037,강원도 홍천군 서면,3399,1717,1805,1594
4272038000,42720380,3231038,강원도 홍천군 북방면,4094,1803,2148,1946
4272039000,42720390,3231039,강원도 홍천군 내면,3618,1454,1889,1729
4273000000,42730000,#N/A,강원도 횡성군 ,43289,17793,22097,21192
4273025000,42730250,3232011,강원도 횡성군 횡성읍,18569,7107,9371,9198
4273031000,42730310,3232031,강원도 횡성군 우천면,4564,1959,2308,2256
4273032000,42730320,3232032,강원도 횡성군 안흥면,2716,1103,1386,1330
4273033000,42730330,3232033,강원도 횡성군 둔내면,5466,2322,2845,2621
4273034000,42730340,3232034,강원도 횡성군 갑천면,2103,994,1090,1013
4273035000,42730350,3232035,강원도 횡성군 청일면,2396,1105,1186,1210
4273036000,42730360,3232036,강원도 횡성군 공근면,3760,1583,1984,1776
4273037000,42730370,3232037,강원도 횡성군 서원면,2249,960,1183,1066
4273038000,42730380,3232038,강원도 횡성군 강림면,1466,660,744,722
4275000000,42750000,#N/A,강원도 영월군 ,40072,17473,20341,19731
4275025000,42750250,3233011,강원도 영월군 영월읍,21792,8791,10969,10823
4275025300,42750253,3233012,강원도 영월군 상동읍,1296,642,657,639
4275031000,42750310,3233031,강원도 영월군 중동면,1583,722,796,787
4275032000,42750320,3233032,강원도 영월군 하동면,1662,841,856,806
4275033000,42750330,3233033,강원도 영월군 북면,2255,1083,1165,1090
4275034000,42750340,3233034,강원도 영월군 남면,2378,1128,1250,1128
4275035000,42750350,3233035,강원도 영월군 서면,3423,1574,1790,1633
4275036000,42750360,3233036,강원도 영월군 주천면,4044,1832,2025,2019
4275037000,42750370,3233037,강원도 영월군 수주면,1639,860,833,806
4276000000,42760000,#N/A,강원도 평창군 ,43774,18676,22441,21333
4276025000,42760250,3234011,강원도 평창군 평창읍,9276,3716,4633,4643
4276031000,42760310,3234031,강원도 평창군 미탄면,1894,868,992,902
4276032000,42760320,3234032,강원도 평창군 방림면,2431,1129,1224,1207
4276033000,42760330,3234033,강원도 평창군 대화면,5722,2447,2850,2872
4276034000,42760340,3234034,강원도 평창군 봉평면,5407,2383,2822,2585
4276035000,42760350,3234035,강원도 평창군 용평면,3049,1311,1550,1499
4276036000,42760360,3234036,강원도 평창군 진부면,9911,4056,5048,4863
4276038000,42760380,3234037,강원도 평창군 대관령면,6084,2766,3322,2762
4277000000,42770000,#N/A,강원도 정선군 ,41350,18200,21421,19929
4277025000,42770250,3235011,강원도 정선군 정선읍,11877,4672,6101,5776
4277025300,42770253,3235012,강원도 정선군 고한읍,5168,2928,2662,2506
4277025600,42770256,3235013,강원도 정선군 사북읍,6010,2525,3146,2864
4277025900,42770259,3235014,강원도 정선군 신동읍,4126,1846,2141,1985
4277031000,42770310,3235031,강원도 정선군 동면,1769,778,929,840
4277032000,42770320,3235032,강원도 정선군 남면,3356,1457,1769,1587
4277033000,42770330,3235033,강원도 정선군 북면,2320,1066,1194,1126
4277034000,42770340,3235034,강원도 정선군 북평면,2779,1207,1425,1354
4277035000,42770350,3235035,강원도 정선군 임계면,3945,1721,2054,1891
4278000000,42780000,#N/A,강원도 철원군 ,47688,18758,24760,22928
4278025000,42780250,3236011,강원도 철원군 철원읍,6103,2255,3146,2957
4278025300,42780253,3236012,강원도 철원군 김화읍,3455,1381,1829,1626
4278025600,42780256,3236013,강원도 철원군 갈말읍,13469,5270,7151,6318
4278025900,42780259,3236014,강원도 철원군 동송읍,15647,6092,7919,7728
4278031000,42780310,3236031,강원도 철원군 서면,6590,2732,3458,3132
4278032000,42780320,3236032,강원도 철원군 근남면,2282,969,1183,1099
4278033000,42780330,3236021,강원도 철원군 근북면,142,59,74,68
4279000000,42790000,#N/A,강원도 화천군 ,23777,10700,12938,10839
4279025000,42790250,3237011,강원도 화천군 화천읍,8406,3611,4430,3976
4279031000,42790310,3237031,강원도 화천군 간동면,2558,1224,1366,1192
4279032000,42790320,3237032,강원도 화천군 하남면,2149,895,1103,1046
4279033000,42790330,3237033,강원도 화천군 상서면,4799,2301,2828,1971
4279034000,42790340,3237034,강원도 화천군 사내면,5865,2669,3211,2654
4280000000,42800000,#N/A,강원도 양구군 ,21272,8790,11104,10168
4280025000,42800250,3238011,강원도 양구군 양구읍,12064,4909,6185,5879
4280031000,42800310,3238031,강원도 양구군 남면,3758,1589,1987,1771
4280032000,42800320,3238032,강원도 양구군 동면,2412,1001,1273,1139
4280033000,42800330,3238033,강원도 양구군 방산면,1613,736,899,714
4280034000,42800340,3238034,강원도 양구군 해안면,1425,555,760,665
4281000000,42810000,#N/A,강원도 인제군 ,31631,12980,16536,15095
4281025000,42810250,3239011,강원도 인제군 인제읍,9506,3763,4947,4559
4281031000,42810310,3239031,강원도 인제군 남면,4006,1701,2074,1932
4281032000,42810320,3239032,강원도 인제군 북면,8067,3304,4213,3854
4281033000,42810330,3239033,강원도 인제군 기린면,5074,2077,2660,2414
4281034000,42810340,3239034,강원도 인제군 서화면,3235,1370,1738,1497
4281035000,42810350,3239035,강원도 인제군 상남면,1743,765,904,839
4282000000,42820000,#N/A,강원도 고성군 ,30212,13075,15378,14834
4282025000,42820250,3240011,강원도 고성군 간성읍,7404,3017,3889,3515
4282025300,42820253,3240012,강원도 고성군 거진읍,7920,3515,3901,4019
4282031000,42820310,3240031,강원도 고성군 현내면,3160,1373,1549,1611
4282032000,42820320,3240032,강원도 고성군 죽왕면,4219,1784,2145,2074
4282033000,42820330,3240033,강원도 고성군 토성면,7509,3386,3894,3615
4283000000,42830000,#N/A,강원도 양양군 ,28136,12208,14281,13855
4283025000,42830250,3241011,강원도 양양군 양양읍,11710,4716,5945,5765
4283031000,42830310,3241031,강원도 양양군 서면,3279,1449,1676,1603
4283032000,42830320,3241032,강원도 양양군 손양면,2458,1088,1240,1218
4283033000,42830330,3241033,강원도 양양군 현북면,2882,1389,1458,1424
4283034000,42830340,3241034,강원도 양양군 현남면,3422,1595,1718,1704
4283035000,42830350,3241035,강원도 양양군 강현면,4385,1971,2244,2141
4300000000,43000000,#N/A,충청북도  ,1518621,586107,764851,753770
4311000000,43110000,#N/A,충청북도 청주시 ,637865,237136,317694,320171
4311100000,43111000,#N/A,충청북도 청주시 상당구 ,246823,90800,122764,124059
4311152500,43111525,3301151,충청북도 청주시 상당구 중앙동,7096,3120,3667,3429
4311154500,43111545,3301152,충청북도 청주시 상당구 성안동,7793,3625,3889,3904
4311158000,43111580,3301158,충청북도 청주시 상당구 우암동,14705,6265,7428,7277
4311159000,43111590,3301159,충청북도 청주시 상당구 내덕제1동,11727,4537,5907,5820
4311160000,43111600,3301160,충청북도 청주시 상당구 내덕제2동,12975,5251,6585,6390
4311161000,43111610,3301161,충청북도 청주시 상당구 율량.사천동,43323,14826,21221,22102
4311162000,43111620,3301162,충청북도 청주시 상당구 탑대성동,12625,4934,6275,6350
4311167000,43111670,3301163,충청북도 청주시 상당구 영운동,13154,5014,6605,6549
4311168000,43111680,3301164,충청북도 청주시 상당구 금천동,35805,12476,17692,18113
4311169000,43111690,3301165,충청북도 청주시 상당구 용담.명암.산성동,12345,4006,6056,6289
4311172000,43111720,3301166,충청북도 청주시 상당구 용암1동,43122,15579,21336,21786
4311173000,43111730,3301168,충청북도 청주시 상당구 용암2동,27984,9555,13952,14032
4311179000,43111790,3301167,충청북도 청주시 상당구 오근장동,4169,1612,2151,2018
4311300000,43113000,#N/A,충청북도 청주시 흥덕구 ,391042,146336,194930,196112
4311363000,43113630,3301251,충청북도 청주시 흥덕구 사직제1동,9448,4095,4872,4576
4311364000,43113640,3301252,충청북도 청주시 흥덕구 사직제2동,6565,2680,3292,3273
4311365000,43113650,3301253,충청북도 청주시 흥덕구 사창동,17405,7372,8577,8828
4311366000,43113660,3301254,충청북도 청주시 흥덕구 모충동,21011,8705,10491,10520
4311370000,43113700,3301255,충청북도 청주시 흥덕구 운천.신봉동,23270,8331,11580,11690
4311372200,43113722,3301267,충청북도 청주시 흥덕구 산남동,26081,8494,12983,13098
4311372300,43113723,3301268,충청북도 청주시 흥덕구 분평동,37702,12234,18504,19198
4311372700,43113727,3301257,충청북도 청주시 흥덕구 수곡1동,18140,7163,8973,9167
4311372800,43113728,3301258,충청북도 청주시 흥덕구 수곡2동,18923,7312,9443,9480
4311374100,43113741,3301260,충청북도 청주시 흥덕구 복대1동,36018,13907,18050,17968
4311374200,43113742,3301261,충청북도 청주시 흥덕구 복대2동,21674,8533,10774,10900
4311374700,43113747,3301262,충청북도 청주시 흥덕구 가경동,51537,17164,25300,26237
4311375100,43113751,3301263,충청북도 청주시 흥덕구 봉명1동,12624,5622,6402,6222
4311375600,43113756,3301264,충청북도 청주시 흥덕구 봉명2.송정동,27564,10502,14023,13541
4311376000,43113760,3301265,충청북도 청주시 흥덕구 강서제1동,20481,8096,10366,10115
4311377000,43113770,3301266,충청북도 청주시 흥덕구 강서제2동,4165,2096,2147,2018
4311378000,43113780,3301259,충청북도 청주시 흥덕구 성화.개신.죽림동,38434,14030,19153,19281
4313000000,43130000,#N/A,충청북도 충주시 ,206241,78374,103975,102266
4313025000,43130250,3302011,충청북도 충주시 주덕읍,6195,2505,3183,3012
4313031000,43130310,3302031,충청북도 충주시 살미면,2243,960,1148,1095
4313032500,43130325,3302032,충청북도 충주시 수안보면,3483,1512,1793,1690
4313033000,43130330,3302033,충청북도 충주시 이류면,5132,2370,2735,2397
4313035000,43130350,3302034,충청북도 충주시 신니면,3860,1537,1989,1871
4313036000,43130360,3302035,충청북도 충주시 노은면,2618,1146,1311,1307
4313037000,43130370,3302036,충청북도 충주시 앙성면,4684,2037,2329,2355
4313038000,43130380,3302037,충청북도 충주시 가금면,2888,1180,1487,1401
4313039000,43130390,3302038,충청북도 충주시 금가면,4322,1662,2264,2058
4313040000,43130400,3302039,충청북도 충주시 동량면,4298,1750,2196,2102
4313041000,43130410,3302040,충청북도 충주시 산척면,2891,1189,1506,1385
4313042000,43130420,3302041,충청북도 충주시 엄정면,3710,1573,1861,1849
4313043000,43130430,3302042,충청북도 충주시 소태면,1984,850,1017,967
4313051500,43130515,3302051,충청북도 충주시 성내.충인동,3418,1520,1700,1718
4313053500,43130535,3302053,충청북도 충주시 교현.안림동,22253,8076,11257,10996
4313054000,43130540,3302054,충청북도 충주시 교현2동,10003,3885,5047,4956
4313055000,43130550,3302055,충청북도 충주시 용산동,15501,5527,7783,7718
4313056000,43130560,3302056,충청북도 충주시 지현동,5845,2311,2971,2874
4313057100,43130571,3302057,충청북도 충주시 문화동,12592,4742,6339,6253
4313058000,43130580,3302058,충청북도 충주시 호암.직동,10473,3791,5227,5246
4313060500,43130605,3302060,충청북도 충주시 달천동,4702,2096,2503,2199
4313061000,43130610,3302061,충청북도 충주시 봉방동,8796,3533,4480,4316
4313062500,43130625,3302062,충청북도 충주시 칠금.금릉동,18318,6003,9079,9239
4313063000,43130630,3302063,충청북도 충주시 연수동,38885,14025,19092,19793
4313064000,43130640,3302064,충청북도 충주시 목행.용탄동,7147,2594,3678,3469
4315000000,43150000,#N/A,충청북도 제천시 ,135841,53228,68416,67425
4315025000,43150250,3303011,충청북도 제천시 봉양읍,7827,3341,3999,3828
4315031000,43150310,3303031,충청북도 제천시 금성면,2249,940,1158,1091
4315032000,43150320,3303032,충청북도 제천시 청풍면,1287,643,668,619
4315033000,43150330,3303033,충청북도 제천시 수산면,2120,1031,1099,1021
4315034000,43150340,3303034,충청북도 제천시 덕산면,2429,1131,1228,1201
4315035000,43150350,3303035,충청북도 제천시 한수면,804,335,421,383
4315036000,43150360,3303036,충청북도 제천시 백운면,3311,1424,1685,1626
4315038000,43150380,3303037,충청북도 제천시 송학면,5456,2316,2904,2552
4315051000,43150510,3303051,충청북도 제천시 교동,18582,6540,9314,9268
4315051500,43150515,3303063,충청북도 제천시 고암.모산동,9136,3328,4536,4600
4315052500,43150525,3303064,충청북도 제천시 중앙.의림.명동,7648,3145,3836,3812
4315053500,43150535,3303065,충청북도 제천시 남천.동현동,7012,2695,3486,3526
4315054500,43150545,3303066,충청북도 제천시 서부.영천동,7308,3175,3734,3574
4315056000,43150560,3303056,충청북도 제천시 용두동,17055,6513,8416,8639
4315057500,43150575,3303067,충청북도 제천시 신백.두학동,14424,5144,7290,7134
4315059000,43150590,3303059,충청북도 제천시 청전동,20962,8118,10458,10504
4315060500,43150605,3303060,충청북도 제천시 화산동,8231,3409,4184,4047
4371000000,43710000,#N/A,충청북도 청원군 ,147680,57919,75815,71865
4371025000,43710250,3331011,충청북도 청원군 내수읍,23089,8811,11749,11340
4371025300,43710253,3331012,충청북도 청원군 오창읍,38740,14468,19782,18958
4371031000,43710310,3331031,충청북도 청원군 낭성면,2535,1138,1314,1221
4371032000,43710320,3331032,충청북도 청원군 미원면,6019,2677,3090,2929
4371033000,43710330,3331033,충청북도 청원군 가덕면,4676,1927,2439,2237
4371034000,43710340,3331034,충청북도 청원군 남일면,8166,2968,4213,3953
4371035000,43710350,3331035,충청북도 청원군 남이면,7288,3016,3806,3482
4371036000,43710360,3331036,충청북도 청원군 문의면,5189,2046,2660,2529
4371037000,43710370,3331037,충청북도 청원군 현도면,4551,1990,2345,2206
4371038000,43710380,3331038,충청북도 청원군 부용면,7589,2996,3937,3652
4371039000,43710390,3331039,충청북도 청원군 강내면,11041,4348,5601,5440
4371040000,43710400,3331040,충청북도 청원군 강외면,11648,4774,5917,5731
4371041000,43710410,3331041,충청북도 청원군 옥산면,11105,4253,5790,5315
4371043000,43710430,3331043,충청북도 청원군 북이면,6044,2507,3172,2872
4372000000,43720000,#N/A,충청북도 보은군 ,35104,14916,17576,17528
4372025000,43720250,3332011,충청북도 보은군 보은읍,15370,6006,7704,7666
4372031500,43720315,3332031,충청북도 보은군 속리산면,2243,1030,1163,1080
4372032500,43720325,3332032,충청북도 보은군 장안면,1407,609,699,708
4372033000,43720330,3332033,충청북도 보은군 마로면,2771,1233,1353,1418
4372034000,43720340,3332034,충청북도 보은군 탄부면,2090,957,1030,1060
4372035000,43720350,3332035,충청북도 보은군 삼승면,2708,1193,1361,1347
4372036000,43720360,3332036,충청북도 보은군 수한면,1998,862,1023,975
4372037000,43720370,3332037,충청북도 보은군 회남면,738,376,370,368
4372038500,43720385,3332038,충청북도 보은군 회인면,2007,960,1002,1005
4372039000,43720390,3332039,충청북도 보은군 내북면,1900,879,921,979
4372040000,43720400,3332040,충청북도 보은군 산외면,1872,811,950,922
4373000000,43730000,#N/A,충청북도 옥천군 ,54649,21464,27570,27079
4373025000,43730250,3333011,충청북도 옥천군 옥천읍,30545,10609,15446,15099
4373031000,43730310,3333031,충청북도 옥천군 동이면,3403,1505,1744,1659
4373032000,43730320,3333032,충청북도 옥천군 안남면,1565,721,750,815
4373033000,43730330,3333033,충청북도 옥천군 안내면,2166,1049,1104,1062
4373034000,43730340,3333034,충청북도 옥천군 청성면,2639,1329,1332,1307
4373035000,43730350,3333035,충청북도 옥천군 청산면,3748,1720,1796,1952
4373036000,43730360,3333036,충청북도 옥천군 이원면,4912,2117,2505,2407
4373037000,43730370,3333037,충청북도 옥천군 군서면,2509,1070,1298,1211
4373038000,43730380,3333038,충청북도 옥천군 군북면,3162,1344,1595,1567
4374000000,43740000,#N/A,충청북도 영동군 ,50214,20675,25083,25131
4374025000,43740250,3334011,충청북도 영동군 영동읍,21035,7978,10617,10418
