행정기관코드,행정기관코드/100,법정동코드,행정기관,총인구수,세대수,남자 인구수,여자 인구수
2817073500,28170735,2303073,인천광역시 남구 관교동,18042,6300,8829,9213
2817074000,28170740,2303074,인천광역시 남구 문학동,15775,7064,8052,7723
2818500000,28185000,#N/A,인천광역시 연수구 ,268547,95015,134705,133842
2818563000,28185630,2304051,인천광역시 연수구 옥련1동,23910,8253,11919,11991
2818564000,28185640,2304060,인천광역시 연수구 옥련2동,25272,8494,12615,12657
2818575000,28185750,2304052,인천광역시 연수구 선학동,22184,8526,11234,10950
2818576100,28185761,2304053,인천광역시 연수구 연수1동,28012,11738,14678,13334
2818576200,28185762,2304054,인천광역시 연수구 연수2동,25757,9870,12760,12997
2818576300,28185763,2304055,인천광역시 연수구 연수3동,21810,7794,10640,11170
2818576600,28185766,2304056,인천광역시 연수구 청학동,32225,12747,16584,15641
2818578000,28185780,2304057,인천광역시 연수구 동춘1동,18988,6154,9321,9667
2818579000,28185790,2304058,인천광역시 연수구 동춘2동,23039,7262,11493,11546
2818579500,28185795,2304059,인천광역시 연수구 동춘3동,20921,6121,10364,10557
2818581000,28185810,2304061,인천광역시 연수구 송도동,26429,8056,13097,13332
2820000000,28200000,#N/A,인천광역시 남동구 ,448203,167681,224257,223946
2820051000,28200510,2305051,인천광역시 남동구 구월1동,27530,11862,13861,13669
2820052000,28200520,2305052,인천광역시 남동구 구월2동,42758,14144,21192,21566
2820052100,28200521,2305053,인천광역시 남동구 구월3동,13972,5710,7003,6969
2820052200,28200522,2305054,인천광역시 남동구 구월4동,21166,8604,10691,10475
2820053000,28200530,2305055,인천광역시 남동구 간석1동,26998,10967,13461,13537
2820054000,28200540,2305056,인천광역시 남동구 간석2동,20300,7211,10058,10242
2820055000,28200550,2305057,인천광역시 남동구 간석3동,29962,12586,15128,14834
2820055100,28200551,2305058,인천광역시 남동구 간석4동,30661,11861,15381,15280
2820056000,28200560,2305059,인천광역시 남동구 만수1동,21195,8466,10528,10667
2820057000,28200570,2305060,인천광역시 남동구 만수2동,20241,7221,10146,10095
2820058000,28200580,2305061,인천광역시 남동구 만수3동,21598,7557,10921,10677
2820058100,28200581,2305062,인천광역시 남동구 만수4동,24065,8460,12028,12037
2820058200,28200582,2305063,인천광역시 남동구 만수5동,20644,7972,10365,10279
2820058300,28200583,2305064,인천광역시 남동구 만수6동,30713,10598,15105,15608
2820065000,28200650,2305065,인천광역시 남동구 장수서창동,15044,5069,7508,7536
2820066000,28200660,2305067,인천광역시 남동구 남촌도림동,24952,9052,12732,12220
2820067000,28200670,2305069,인천광역시 남동구 논현고잔동,56404,20341,28149,28255
2823700000,28237000,#N/A,인천광역시 부평구 ,569098,210696,285355,283743
2823751000,28237510,2306051,인천광역시 부평구 부평1동,35314,12913,17226,18088
2823752000,28237520,2306052,인천광역시 부평구 부평2동,23674,9533,11859,11815
2823753000,28237530,2306053,인천광역시 부평구 부평3동,16489,6925,8249,8240
2823754000,28237540,2306054,인천광역시 부평구 부평4동,26231,11261,13285,12946
2823755000,28237550,2306055,인천광역시 부평구 부평5동,24086,9866,12062,12024
2823756000,28237560,2306056,인천광역시 부평구 부평6동,14095,6303,7090,7005
2823757000,28237570,2306057,인천광역시 부평구 산곡1동,22157,8751,11205,10952
2823758000,28237580,2306058,인천광역시 부평구 산곡2동,34160,10665,17008,17152
2823758100,28237581,2306059,인천광역시 부평구 산곡3동,27646,9493,13602,14044
2823758200,28237582,2306060,인천광역시 부평구 산곡4동,21211,6960,10371,10840
2823759100,28237591,2306061,인천광역시 부평구 청천1동,18232,7719,9774,8458
2823759200,28237592,2306062,인천광역시 부평구 청천2동,39932,14089,20189,19743
2823764100,28237641,2306063,인천광역시 부평구 갈산1동,19726,7219,10024,9702
2823764200,28237642,2306064,인천광역시 부평구 갈산2동,24888,8871,12337,12551
2823764600,28237646,2306065,인천광역시 부평구 삼산1동,38267,13291,19028,19239
2823764800,28237648,2306072,인천광역시 부평구 삼산2동,31216,9907,15374,15842
2823765000,28237650,2306066,인천광역시 부평구 부개1동,21328,8231,10912,10416
2823766000,28237660,2306067,인천광역시 부평구 부개2동,22440,8114,11257,11183
2823766100,28237661,2306068,인천광역시 부평구 부개3동,39243,13152,19381,19862
2823767000,28237670,2306069,인천광역시 부평구 일신동,14971,5198,7610,7361
2823768000,28237680,2306070,인천광역시 부평구 십정1동,23303,9247,11937,11366
2823769000,28237690,2306071,인천광역시 부평구 십정2동,30489,12988,15575,14914
2824500000,28245000,#N/A,인천광역시 계양구 ,341268,124321,171410,169858
2824560100,28245601,2307051,인천광역시 계양구 효성1동,35713,12549,18076,17637
2824560200,28245602,2307052,인천광역시 계양구 효성2동,36583,12363,18536,18047
2824561100,28245611,2307053,인천광역시 계양구 계산1동,25720,10629,13067,12653
2824561200,28245612,2307054,인천광역시 계양구 계산2동,20558,8299,10367,10191
2824561300,28245613,2307055,인천광역시 계양구 계산3동,25516,9084,12582,12934
2824561400,28245614,2307062,인천광역시 계양구 계산4동,24021,8093,12005,12016
2824562100,28245621,2307056,인천광역시 계양구 작전1동,34658,11695,17230,17428
2824562200,28245622,2307057,인천광역시 계양구 작전2동,31548,12330,15957,15591
2824564000,28245640,2307058,인천광역시 계양구 작전서운동,34927,12197,17539,17388
2824571000,28245710,2307060,인천광역시 계양구 계양1동,28786,10307,14476,14310
2824572000,28245720,2307061,인천광역시 계양구 계양2동,43238,16775,21575,21663
2826000000,28260000,#N/A,인천광역시 서구 ,395588,142910,200928,194660
2826051500,28260515,2308051,인천광역시 서구 검암경서동,24279,8155,12346,11933
2826053000,28260530,2308053,인천광역시 서구 연희동,48265,17887,24800,23465
2826054200,28260542,2308054,인천광역시 서구 가정1동,18556,7776,9529,9027
2826054300,28260543,2308055,인천광역시 서구 가정2동,16747,6075,8473,8274
2826054400,28260544,2308056,인천광역시 서구 가정3동,13209,4665,6611,6598
2826055000,28260550,2308058,인천광역시 서구 석남1동,25486,9795,13151,12335
2826056000,28260560,2308059,인천광역시 서구 석남2동,17988,7041,9356,8632
2826056100,28260561,2308060,인천광역시 서구 석남3동,18845,6862,9414,9431
2826057500,28260575,2308057,인천광역시 서구 신현원창동,19367,7133,9939,9428
2826058000,28260580,2308062,인천광역시 서구 가좌1동,14949,6027,7888,7061
2826059000,28260590,2308063,인천광역시 서구 가좌2동,24083,7854,11821,12262
2826060000,28260600,2308064,인천광역시 서구 가좌3동,22117,8019,11280,10837
2826061000,28260610,2308065,인천광역시 서구 가좌4동,13214,5332,6657,6557
2826063000,28260630,2308068,인천광역시 서구 검단1동,39682,14327,20259,19423
2826064000,28260640,2308069,인천광역시 서구 검단2동,23227,7969,11732,11495
2826065000,28260650,2308070,인천광역시 서구 검단3동,20661,7063,10349,10312
2826066000,28260660,2308071,인천광역시 서구 검단4동,34913,10930,17323,17590
2871000000,28710000,#N/A,인천광역시 강화군 ,67425,28127,33642,33783
2871025000,28710250,2331011,인천광역시 강화군 강화읍,22949,8994,11366,11583
2871031000,28710310,2331031,인천광역시 강화군 선원면,7338,2864,3650,3688
2871032000,28710320,2331032,인천광역시 강화군 불은면,4221,1808,2123,2098
2871033000,28710330,2331033,인천광역시 강화군 길상면,6233,2608,3141,3092
2871034000,28710340,2331034,인천광역시 강화군 화도면,4322,1883,2165,2157
2871035000,28710350,2331035,인천광역시 강화군 양도면,3653,1585,1881,1772
2871036000,28710360,2331036,인천광역시 강화군 내가면,3154,1440,1532,1622
2871037000,28710370,2331037,인천광역시 강화군 하점면,4094,1837,2063,2031
2871038000,28710380,2331038,인천광역시 강화군 양사면,1981,890,1007,974
2871039000,28710390,2331039,인천광역시 강화군 송해면,3306,1371,1635,1671
2871040000,28710400,2331040,인천광역시 강화군 교동면,3203,1402,1579,1624
2871041000,28710410,2331041,인천광역시 강화군 삼산면,2292,1081,1160,1132
2871042000,28710420,2331042,인천광역시 강화군 서도면,679,364,340,339
2872000000,28720000,#N/A,인천광역시 옹진군 ,17401,8208,9283,8118
2872031000,28720310,2332031,인천광역시 옹진군 북도면,2076,957,1076,1000
2872033000,28720330,2332033,인천광역시 옹진군 백령면,4857,2251,2596,2261
2872034000,28720340,2332034,인천광역시 옹진군 대청면,1513,714,831,682
2872035000,28720350,2332035,인천광역시 옹진군 덕적면,1821,940,937,884
2872036000,28720360,2332037,인천광역시 옹진군 영흥면,4352,1954,2320,2032
2872037000,28720370,2332036,인천광역시 옹진군 자월면,1093,535,564,529
2872038000,28720380,2332032,인천광역시 옹진군 연평면,1689,857,959,730
2900000000,29000000,#N/A,,1421879,511325,705367,716512
2911000000,29110000,#N/A,광주광역시 동구 ,107207,46194,53642,53565
2911052500,29110525,2401051,광주광역시 동구 충장동,5362,2912,2832,2530
2911054500,29110545,2401054,광주광역시 동구 동명동,6006,2889,2999,3007
2911056000,29110560,2401056,광주광역시 동구 계림1동,8543,4432,4316,4227
2911057000,29110570,2401058,광주광역시 동구 계림2동,9711,3692,4743,4968
2911059000,29110590,2401059,광주광역시 동구 산수1동,9967,4476,4979,4988
2911060000,29110600,2401061,광주광역시 동구 산수2동,11434,4429,5631,5803
2911062000,29110620,2401062,광주광역시 동구 지산1동,4748,2214,2376,2372
2911063000,29110630,2401063,광주광역시 동구 지산2동,6539,2752,3339,3200
2911065500,29110655,2401064,광주광역시 동구 서남동,4901,2662,2431,2470
2911068500,29110685,2401068,광주광역시 동구 학동,7983,3839,4019,3964
2911071000,29110710,2401071,광주광역시 동구 학운동,14120,5022,6936,7184
2911073000,29110730,2401072,광주광역시 동구 지원1동,9202,3394,4635,4567
2911074000,29110740,2401073,광주광역시 동구 지원2동,8691,3481,4406,4285
2914000000,29140000,#N/A,광주광역시 서구 ,306321,107761,151024,155297
2914057500,29140575,2402051,광주광역시 서구 양동,6089,2550,3065,3024
2914059000,29140590,2402053,광주광역시 서구 양3동,4232,1616,2133,2099
2914065000,29140650,2402054,광주광역시 서구 농성1동,9470,4014,4721,4749
2914066000,29140660,2402055,광주광역시 서구 농성2동,6124,2607,3124,3000
2914073000,29140730,2402056,광주광역시 서구 광천동,9397,4009,4846,4551
2914074000,29140740,2402057,광주광역시 서구 유덕동,12874,4372,6472,6402
2914074500,29140745,2402066,광주광역시 서구 치평동,31142,9905,15273,15869
2914075100,29140751,2402058,광주광역시 서구 상무1동,25148,9558,12474,12674
2914075200,29140752,2402059,광주광역시 서구 상무2동,26635,10460,13049,13586
2914076000,29140760,2402060,광주광역시 서구 화정1동,17256,6650,8350,8906
2914077000,29140770,2402061,광주광역시 서구 화정2동,18877,6769,9311,9566
2914078000,29140780,2402062,광주광역시 서구 화정3동,13715,4722,6890,6825
2914079000,29140790,2402063,광주광역시 서구 화정4동,22585,7264,11102,11483
2914080000,29140800,2402064,광주광역시 서구 서창동,6272,2569,3253,3019
2914082100,29140821,2402068,광주광역시 서구 금호1동,24993,8179,12061,12932
2914082400,29140824,2402069,광주광역시 서구 금호2동,30166,9022,14756,15410
2914083000,29140830,2402067,광주광역시 서구 풍암동,41346,13495,20144,21202
2915500000,29155000,#N/A,광주광역시 남구 ,213654,77362,104192,109462
2915551000,29155510,2403051,광주광역시 남구 양림동,8126,3269,3958,4168
2915552000,29155520,2403052,광주광역시 남구 방림1동,6011,2278,2890,3121
2915553000,29155530,2403053,광주광역시 남구 방림2동,13004,4724,6335,6669
2915553700,29155537,2403068,광주광역시 남구 봉선1동,18098,6839,8751,9347
2915553800,29155538,2403069,광주광역시 남구 봉선2동,27778,8123,13123,14655
2915554500,29155545,2403054,광주광역시 남구 사직동,6890,3221,3492,3398
2915560500,29155605,2403057,광주광역시 남구 월산동,12135,5322,6188,5947
2915563000,29155630,2403060,광주광역시 남구 월산4동,11703,4746,5898,5805
2915564000,29155640,2403061,광주광역시 남구 월산5동,8830,3453,4386,4444
2915567000,29155670,2403062,광주광역시 남구 백운1동,8940,3252,4381,4559
2915568000,29155680,2403063,광주광역시 남구 백운2동,6751,2794,3402,3349
2915569000,29155690,2403064,광주광역시 남구 주월1동,20409,7154,10127,10282
2915570000,29155700,2403065,광주광역시 남구 주월2동,11438,4238,5690,5748
2915571000,29155710,2403066,광주광역시 남구 효덕동,41072,13270,19478,21594
2915572000,29155720,2403067,광주광역시 남구 송암동,6562,2125,3171,3391
2915573000,29155730,2403070,광주광역시 남구 대촌동,5907,2554,2922,2985
2917000000,29170000,#N/A,광주광역시 북구 ,474389,170983,235508,238881
2917051000,29170510,2404051,광주광역시 북구 중흥1동,5027,2370,2684,2343
2917052000,29170520,2404052,광주광역시 북구 중흥2동,10217,4128,5199,5018
2917053000,29170530,2404053,광주광역시 북구 중흥3동,7007,3007,3539,3468
2917055500,29170555,2404054,광주광역시 북구 중앙동,4700,2205,2440,2260
2917057000,29170570,2404055,광주광역시 북구 임동,11396,4443,5813,5583
2917058000,29170580,2404056,광주광역시 북구 신안동,13472,5809,6956,6516
2917059000,29170590,2404057,광주광역시 북구 용봉동,41373,14397,20782,20591
2917060100,29170601,2404058,광주광역시 북구 운암1동,21125,7029,10388,10737
2917060200,29170602,2404059,광주광역시 북구 운암2동,17036,6522,8619,8417
2917060300,29170603,2404060,광주광역시 북구 운암3동,19317,6456,9418,9899
2917061500,29170615,2404061,광주광역시 북구 동림동,33146,11062,16307,16839
2917062000,29170620,2404062,광주광역시 북구 우산동,17180,7175,8430,8750
2917063500,29170635,2404063,광주광역시 북구 풍향동,8401,3623,4268,4133
2917065000,29170650,2404064,광주광역시 북구 문화동,17165,6586,8326,8839
2917065600,29170656,2404065,광주광역시 북구 문흥1동,20950,6629,10319,10631
2917065700,29170657,2404066,광주광역시 북구 문흥2동,20585,7056,9907,10678
2917066100,29170661,2404067,광주광역시 북구 두암1동,10044,3881,4970,5074
2917066200,29170662,2404068,광주광역시 북구 두암2동,21500,7788,10629,10871
2917066300,29170663,2404069,광주광역시 북구 두암3동,21076,8416,9911,11165
2917066600,29170666,2404070,광주광역시 북구 삼각동,13807,4704,7074,6733
2917066900,29170669,2404078,광주광역시 북구 일곡동,35044,10804,17103,17941
2917067300,29170673,2404071,광주광역시 북구 매곡동,16220,4990,8142,8078
2917067600,29170676,2404072,광주광역시 북구 오치1동,13023,5044,6672,6351
2917067700,29170677,2404073,광주광역시 북구 오치2동,16396,6436,7904,8492
2917068500,29170685,2404074,광주광역시 북구 석곡동,3123,1244,1616,1507
2917069500,29170695,2404077,광주광역시 북구 건국동,56059,19179,28092,27967
2920000000,29200000,#N/A,광주광역시 광산구 ,320308,109025,161001,159307
2920051500,29200515,2405051,광주광역시 광산구 송정1동,12802,4512,6537,6265
2920052500,29200525,2405052,광주광역시 광산구 송정2동,7371,2923,3701,3670
2920054000,29200540,2405054,광주광역시 광산구 도산동,16861,6007,8557,8304
2920055000,29200550,2405055,광주광역시 광산구 신흥동,5641,2080,2906,2735
2920056500,29200565,2405056,광주광역시 광산구 어룡동,22055,7509,11185,10870
2920058000,29200580,2405058,광주광역시 광산구 우산동,27643,10650,13697,13946
2920060000,29200600,2405059,광주광역시 광산구 월곡1동,16580,5780,8396,8184
2920061000,29200610,2405060,광주광역시 광산구 월곡2동,22689,7583,11528,11161
2920062000,29200620,2405061,광주광역시 광산구 비아동,8173,3146,4216,3957
2920062400,29200624,2405069,광주광역시 광산구 첨단1동,25805,7053,12800,13005
2920062600,29200626,2405070,광주광역시 광산구 첨단2동,43204,13803,21350,21854
2920063000,29200630,2405062,광주광역시 광산구 신가동,57021,18363,28405,28616
2920063500,29200635,2405071,광주광역시 광산구 운남동,36583,11355,18284,18299
2920064000,29200640,2405063,광주광역시 광산구 하남동,2563,1311,1522,1041
2920065000,29200650,2405064,광주광역시 광산구 임곡동,2795,1269,1471,1324
2920066000,29200660,2405065,광주광역시 광산구 동곡동,2585,1099,1331,1254
2920067000,29200670,2405066,광주광역시 광산구 평동,4255,1952,2240,2015
2920068000,29200680,2405067,광주광역시 광산구 삼도동,3018,1351,1515,1503
2920069000,29200690,2405068,광주광역시 광산구 본량동,2664,1279,1360,1304
3000000000,30000000,#N/A,대전광역시  ,1480444,530811,741362,739082
3011000000,30110000,#N/A,대전광역시 동구 ,244508,93647,124032,120476
3011051500,30110515,2501076,대전광역시 동구 중앙동,10065,5089,5357,4708
3011053000,30110530,2501053,대전광역시 동구 효동,21400,7404,10772,10628
3011054500,30110545,2501077,대전광역시 동구 신인동,15078,5601,7634,7444
3011055100,30110551,2501055,대전광역시 동구 판암1동,12124,4575,6115,6009
3011055200,30110552,2501056,대전광역시 동구 판암2동,13083,5668,6440,6643
3011056000,30110560,2501057,대전광역시 동구 용운동,21437,7750,10753,10684
3011058500,30110585,2501078,대전광역시 동구 대동,9396,3876,4777,4619
3011059000,30110590,2501060,대전광역시 동구 자양동,12329,4792,6258,6071
3011062000,30110620,2501063,대전광역시 동구 가양1동,14945,5943,7683,7262
3011063000,30110630,2501064,대전광역시 동구 가양2동,23916,8534,12006,11910
3011064000,30110640,2501065,대전광역시 동구 용전동,21437,8350,10872,10565
3011066500,30110665,2501079,대전광역시 동구 성남동,12517,4921,6344,6173
3011067000,30110670,2501068,대전광역시 동구 홍도동,14139,5372,7190,6949
3011069500,30110695,2501080,대전광역시 동구 삼성동,20171,7758,10382,9789
3011072500,30110725,2501073,대전광역시 동구 대청동,3269,1355,1699,1570
3011074000,30110740,2501075,대전광역시 동구 산내동,19202,6659,9750,9452
3014000000,30140000,#N/A,대전광역시 중구 ,264876,97585,132213,132663
3014053500,30140535,2502051,대전광역시 중구 은행선화동,15501,7775,7746,7755
3014055000,30140550,2502053,대전광역시 중구 목동,12282,4009,5945,6337
3014056000,30140560,2502054,대전광역시 중구 중촌동,17676,6472,8666,9010
3014057500,30140575,2502055,대전광역시 중구 대흥동,11261,4841,5708,5553
3014060500,30140605,2502056,대전광역시 중구 문창동,6052,2625,3090,2962
3014062000,30140620,2502057,대전광역시 중구 석교동,20656,7524,10512,10144
3014063000,30140630,2502058,대전광역시 중구 대사동,7237,3101,3681,3556
3014064000,30140640,2502059,대전광역시 중구 부사동,8120,3206,4114,4006
3014065500,30140655,2502060,대전광역시 중구 용두동,11689,4617,5828,5861
3014067000,30140670,2502062,대전광역시 중구 오류동,10883,3956,5285,5598
3014068000,30140680,2502063,대전광역시 중구 태평1동,14694,4885,7301,7393
3014069000,30140690,2502064,대전광역시 중구 태평2동,31863,9962,15547,16316
3014070000,30140700,2502065,대전광역시 중구 유천1동,7997,3517,3980,4017
3014071000,30140710,2502066,대전광역시 중구 유천2동,16352,5816,8196,8156
3014072000,30140720,2502067,대전광역시 중구 문화1동,24528,8092,12171,12357
3014073000,30140730,2502068,대전광역시 중구 문화2동,16843,5999,8387,8456
3014074000,30140740,2502069,대전광역시 중구 산성동,31242,11188,16056,15186
3017000000,30170000,#N/A,대전광역시 서구 ,499576,174102,246567,253009
3017051000,30170510,2503051,대전광역시 서구 복수동,20987,6545,10388,10599
3017052000,30170520,2503052,대전광역시 서구 도마1동,22118,8436,11152,10966
3017053000,30170530,2503053,대전광역시 서구 도마2동,24376,9038,12342,12034
3017053500,30170535,2503054,대전광역시 서구 정림동,20248,6333,10151,10097
3017054000,30170540,2503055,대전광역시 서구 변동,19143,7093,9729,9414
3017055000,30170550,2503056,대전광역시 서구 용문동,14994,5967,7410,7584
3017055500,30170555,2503057,대전광역시 서구 탄방동,29655,11761,14281,15374
3017056000,30170560,2503061,대전광역시 서구 괴정동,18118,7548,8867,9251
3017057000,30170570,2503062,대전광역시 서구 가장동,13834,4640,6836,6998
3017057500,30170575,2503063,대전광역시 서구 내동,27610,8832,13556,14054
3017058100,30170581,2503064,대전광역시 서구 갈마1동,25053,9560,12293,12760
3017058200,30170582,2503065,대전광역시 서구 갈마2동,29934,12108,14440,15494
3017058600,30170586,2503066,대전광역시 서구 월평1동,13399,6076,6692,6707
3017058700,30170587,2503067,대전광역시 서구 월평2동,20037,7361,9573,10464
3017058800,30170588,2503068,대전광역시 서구 월평3동,26904,7731,13478,13426
3017059000,30170590,2503070,대전광역시 서구 가수원동,15113,5209,7568,7545
3017059600,30170596,2503072,대전광역시 서구 관저1동,17287,5439,8461,8826
3017059700,30170597,2503073,대전광역시 서구 관저2동,33900,10399,16418,17482
3017060000,30170600,2503071,대전광역시 서구 기성동,4520,1665,2348,2172
3017061000,30170610,2503058,대전광역시 서구 삼천동,24261,7792,11899,12362
3017063000,30170630,2503059,대전광역시 서구 둔산1동,18567,5574,9269,9298
3017064000,30170640,2503060,대전광역시 서구 둔산2동,43138,13357,21250,21888
3017065000,30170650,2503069,대전광역시 서구 만년동,16380,5638,8166,8214
3020000000,30200000,#N/A,대전광역시 유성구 ,259594,91103,131021,128573
3020052000,30200520,2504051,대전광역시 유성구 진잠동,29665,10856,14880,14785
3020053000,30200530,2504053,대전광역시 유성구 온천1동,22092,9879,11360,10732
3020054000,30200540,2504054,대전광역시 유성구 온천2동,34815,13934,17827,16988
3020054600,30200546,2504059,대전광역시 유성구 노은1동,22781,7668,11210,11571
3020054700,30200547,2504060,대전광역시 유성구 노은2동,42883,13604,21278,21605
3020055000,30200550,2504055,대전광역시 유성구 신성동,26283,9369,13633,12650
3020057000,30200570,2504057,대전광역시 유성구 전민동,26545,8490,13325,13220
3020058000,30200580,2504058,대전광역시 유성구 구즉동,54530,17303,27508,27022
3023000000,30230000,#N/A,대전광역시 대덕구 ,211890,74374,107529,104361
3023051000,30230510,2505051,대전광역시 대덕구 오정동,20609,8218,10810,9799
3023052000,30230520,2505052,대전광역시 대덕구 대화동,10808,3979,5614,5194
3023052500,30230525,2505053,대전광역시 대덕구 회덕동,19509,6888,9926,9583
3023053300,30230533,2505054,대전광역시 대덕구 비래동,20302,6834,10230,10072
3023054300,30230543,2505062,대전광역시 대덕구 송촌동,33020,10143,16526,16494
3023054600,30230546,2505055,대전광역시 대덕구 중리동,24618,9706,12542,12076
3023055000,30230550,2505058,대전광역시 대덕구 신탄진동,14271,5079,7312,6959
3023056000,30230560,2505059,대전광역시 대덕구 석봉동,7335,2534,3777,3558
3023057000,30230570,2505060,대전광역시 대덕구 덕암동,16535,5776,8645,7890
3023058000,30230580,2505061,대전광역시 대덕구 목상동,7091,2540,3736,3355
3023060000,30230600,2505056,대전광역시 대덕구 법1동,15846,5637,7621,8225
3023061000,30230610,2505057,대전광역시 대덕구 법2동,21946,7040,10790,11156
3100000000,31000000,#N/A,울산광역시  ,1110740,388876,571999,538741
3111000000,31110000,#N/A,울산광역시 중구 ,234073,83791,119834,114239
3111051000,31110510,2601051,울산광역시 중구 학성동,13100,5459,6799,6301
3111052000,31110520,2601052,울산광역시 중구 반구1동,18075,6836,9419,8656
3111053000,31110530,2601053,울산광역시 중구 반구2동,11165,4098,5670,5495
3111054000,31110540,2601054,울산광역시 중구 복산1동,11482,4261,5898,5584
3111055000,31110550,2601055,울산광역시 중구 복산2동,10829,3648,5501,5328
3111056000,31110560,2601056,울산광역시 중구 북정동,20647,6987,10425,10222
3111057000,31110570,2601057,울산광역시 중구 옥교동,7922,3445,4058,3864
3111058000,31110580,2601058,울산광역시 중구 성남동,7249,3321,3732,3517
3111059000,31110590,2601059,울산광역시 중구 우정동,21170,7993,10798,10372
3111060000,31110600,2601060,울산광역시 중구 태화동,23068,7613,11571,11497
3111061000,31110610,2601061,울산광역시 중구 다운동,32579,11356,16707,15872
3111062000,31110620,2601062,울산광역시 중구 병영1동,28347,9502,14528,13819
3111063000,31110630,2601063,울산광역시 중구 병영2동,19321,6525,10025,9296
3111064000,31110640,2601064,울산광역시 중구 약사동,9119,2747,4703,4416
3114000000,31140000,#N/A,울산광역시 남구 ,343032,120903,175099,167933
3114051000,31140510,2602051,울산광역시 남구 신정1동,19746,7972,9895,9851
3114052000,31140520,2602052,울산광역시 남구 신정2동,22208,7461,11217,10991
3114053000,31140530,2602053,울산광역시 남구 신정3동,11591,5027,5864,5727
3114054000,31140540,2602054,울산광역시 남구 신정4동,26452,8632,13409,13043
3114055000,31140550,2602055,울산광역시 남구 신정5동,8311,3461,4368,3943
3114056000,31140560,2602056,울산광역시 남구 달동,30793,11599,15379,15414
3114057000,31140570,2602057,울산광역시 남구 삼산동,47434,17234,24015,23419
3114058500,31140585,2602058,울산광역시 남구 삼호동,25828,9154,13082,12746
3114059500,31140595,2602059,울산광역시 남구 무거동,38657,13121,20024,18633
3114060000,31140600,2602060,울산광역시 남구 옥동,29242,8709,14931,14311
3114062500,31140625,2602062,울산광역시 남구 대현동,32585,10702,16701,15884
3114063500,31140635,2602063,울산광역시 남구 수암동,16508,5105,8378,8130
3114064000,31140640,2602064,울산광역시 남구 선암동,17684,5842,9150,8534
3114067000,31140670,2602061,울산광역시 남구 야음장생포동,15993,6884,8686,7307
3117000000,31170000,#N/A,울산광역시 동구 ,176647,60580,92992,83655
3117051000,31170510,2603051,울산광역시 동구 방어동,38395,13438,20166,18229
3117052000,31170520,2603052,울산광역시 동구 일산동,9120,3785,4834,4286
3117053000,31170530,2603053,울산광역시 동구 화정동,20786,7527,10757,10029
3117054000,31170540,2603054,울산광역시 동구 대송동,16922,5537,8842,8080
3117055000,31170550,2603055,울산광역시 동구 전하1동,18789,6641,10307,8482
3117056000,31170560,2603056,울산광역시 동구 전하2동,5795,2120,3080,2715
3117057000,31170570,2603057,울산광역시 동구 전하3동,8783,3104,4678,4105
3117058000,31170580,2603058,울산광역시 동구 남목1동,12477,4136,6578,5899
3117059000,31170590,2603059,울산광역시 동구 남목2동,29399,9270,15348,14051
3117060000,31170600,2603060,울산광역시 동구 남목3동,16181,5022,8402,7779
3120000000,31200000,#N/A,울산광역시 북구 ,165836,54114,86090,79746
3120051000,31200510,2604051,울산광역시 북구 농소1동,22037,7625,11299,10738
3120052000,31200520,2604052,울산광역시 북구 농소2동,29510,9142,15222,14288
3120053000,31200530,2604053,울산광역시 북구 농소3동,38218,11526,19519,18699
3120054000,31200540,2604054,울산광역시 북구 강동동,4779,2037,2487,2292
3120056000,31200560,2604056,울산광역시 북구 효문동,29908,9487,15430,14478
3120057000,31200570,2604057,울산광역시 북구 송정동,14583,4325,7514,7069
3120058000,31200580,2604058,울산광역시 북구 양정동,12768,4939,7138,5630
3120059000,31200590,2604059,울산광역시 북구 염포동,14033,5033,7481,6552
3171000000,31710000,#N/A,울산광역시 울주군 ,191152,69488,97984,93168
3171025000,31710250,2631011,울산광역시 울주군 온산읍,22774,8673,12213,10561
3171025300,31710253,2631012,울산광역시 울주군 언양읍,24089,8957,12248,11841
3171025600,31710256,2631013,울산광역시 울주군 온양읍,22214,7733,11333,10881
3171025900,31710259,2631014,울산광역시 울주군 범서읍,56965,17725,28832,28133
3171031000,31710310,2631031,울산광역시 울주군 서생면,7252,3089,3774,3478
3171033000,31710330,2631033,울산광역시 울주군 청량면,14973,5594,7733,7240
3171034000,31710340,2631034,울산광역시 울주군 웅촌면,9014,3774,4718,4296
3171036000,31710360,2631036,울산광역시 울주군 두동면,3858,1719,1992,1866
3171037000,31710370,2631037,울산광역시 울주군 두서면,3589,1679,1781,1808
3171038000,31710380,2631038,울산광역시 울주군 상북면,9028,3627,4546,4482
3171039000,31710390,2631039,울산광역시 울주군 삼남면,15460,6031,7830,7630
3171040000,31710400,2631040,울산광역시 울주군 삼동면,1936,887,984,952
4100000000,41000000,#N/A,경기도  ,11261364,4272292,5675463,5585901
4111000000,41110000,#N/A,경기도 수원시 ,1068064,402718,536444,531620
4111100000,41111000,#N/A,경기도 수원시 장안구 ,285486,104954,142847,142639
4111156000,41111560,3101154,경기도 수원시 장안구 파장동,21668,8491,10959,10709
4111156600,41111566,3101155,경기도 수원시 장안구 율천동,34521,13362,17805,16716
4111157100,41111571,3101156,경기도 수원시 장안구 정자1동,25685,9230,12680,13005
4111157200,41111572,3101157,경기도 수원시 장안구 정자2동,34871,12333,17268,17603
